id,name,acronym,parent_structure_id,depth,count,volume (mm^3),density (cells/mm^3)
124,"left Dorsal auditory area, layer 2/3",AUDd2/3-L,122.0,8.0,7.0,0.164,42.68292682926829
125,"left Dorsal auditory area, layer 4",AUDd4-L,122.0,8.0,7.0,0.06609375,105.91016548463355
126,"left Dorsal auditory area, layer 5",AUDd5-L,122.0,8.0,71.0,0.17165625,413.6173311487347
127,"left Dorsal auditory area, layer 6a",AUDd6a-L,122.0,8.0,6.0,0.092265625,65.02963590177815
128,"left Dorsal auditory area, layer 6b",AUDd6b-L,122.0,8.0,0.0,0.015234375,0.0
136,left Primary auditory area,AUDp-L,121.0,7.0,29.0,1.07671875,26.93368161369903
137,"left Primary auditory area, layer 1",AUDp1-L,136.0,8.0,0.0,0.18984375,0.0
138,"left Primary auditory area, layer 2/3",AUDp2/3-L,136.0,8.0,0.0,0.235625,0.0
139,"left Primary auditory area, layer 4",AUDp4-L,136.0,8.0,1.0,0.117375,8.519701810436635
140,"left Primary auditory area, layer 5",AUDp5-L,136.0,8.0,25.0,0.3574375,69.94229760447631
141,"left Primary auditory area, layer 6a",AUDp6a-L,136.0,8.0,3.0,0.149203125,20.106817467797676
142,"left Primary auditory area, layer 6b",AUDp6b-L,136.0,8.0,0.0,0.027234375,0.0
143,left Posterior auditory area,AUDpo-L,121.0,7.0,4.0,0.306625,13.04525071341215
144,"left Posterior auditory area, layer 1",AUDpo1-L,143.0,8.0,0.0,0.056703125,0.0
145,"left Posterior auditory area, layer 2/3",AUDpo2/3-L,143.0,8.0,0.0,0.073265625,0.0
146,"left Posterior auditory area, layer 4",AUDpo4-L,143.0,8.0,0.0,0.0373125,0.0
147,"left Posterior auditory area, layer 5",AUDpo5-L,143.0,8.0,3.0,0.0906875,33.08063404548587
148,"left Posterior auditory area, layer 6a",AUDpo6a-L,143.0,8.0,1.0,0.039578125,25.266482431898936
149,"left Posterior auditory area, layer 6b",AUDpo6b-L,143.0,8.0,0.0,0.009078125,0.0
150,left Ventral auditory area,AUDv-L,121.0,7.0,123.0,0.912859375,134.74145456412714
151,"left Ventral auditory area, layer 1",AUDv1-L,150.0,8.0,1.0,0.145921875,6.852982117999786
152,"left Ventral auditory area, layer 2/3",AUDv2/3-L,150.0,8.0,7.0,0.19434375,36.01865251648175
153,"left Ventral auditory area, layer 4",AUDv4-L,150.0,8.0,1.0,0.10675,9.36768149882904
154,"left Ventral auditory area, layer 5",AUDv5-L,150.0,8.0,104.0,0.30221875,344.12160066177233
155,"left Ventral auditory area, layer 6a",AUDv6a-L,150.0,8.0,10.0,0.141671875,70.58564023381493
156,"left Ventral auditory area, layer 6b",AUDv6b-L,150.0,8.0,0.0,0.021953125,0.0
157,left Visual areas,VIS-L,5.0,6.0,458.0,6.73221875,68.03106331029424
164,left Anterolateral visual area,VISal-L,157.0,7.0,64.0,0.37953125,168.62906545903664
165,"left Anterolateral visual area, layer 1",VISal1-L,164.0,8.0,3.0,0.058921875,50.91487669053301
166,"left Anterolateral visual area, layer 2/3",VISal2/3-L,164.0,8.0,3.0,0.099625,30.112923462986195
167,"left Anterolateral visual area, layer 4",VISal4-L,164.0,8.0,3.0,0.051671875,58.05866344118537
168,"left Anterolateral visual area, layer 5",VISal5-L,164.0,8.0,49.0,0.101765625,481.4985413787809
169,"left Anterolateral visual area, layer 6a",VISal6a-L,164.0,8.0,6.0,0.0563125,106.54827968923418
170,"left Anterolateral visual area, layer 6b",VISal6b-L,164.0,8.0,0.0,0.011234375,0.0
171,left Anteromedial visual area,VISam-L,157.0,7.0,103.0,0.3951875,260.63577415783647
172,"left Anteromedial visual area, layer 1",VISam1-L,171.0,8.0,1.0,0.066859375,14.956765599439121
173,"left Anteromedial visual area, layer 2/3",VISam2/3-L,171.0,8.0,23.0,0.104,221.15384615384616
174,"left Anteromedial visual area, layer 4",VISam4-L,171.0,8.0,1.0,0.030171875,33.143448990160536
175,"left Anteromedial visual area, layer 5",VISam5-L,171.0,8.0,56.0,0.11375,492.30769230769226
176,"left Anteromedial visual area, layer 6a",VISam6a-L,171.0,8.0,18.0,0.067796875,265.49896289467614
177,"left Anteromedial visual area, layer 6b",VISam6b-L,171.0,8.0,4.0,0.012609375,317.2242874845105
178,left Lateral visual area,VISl-L,157.0,7.0,34.0,0.61309375,55.456445282634185
179,"left Lateral visual area, layer 1",VISl1-L,178.0,8.0,1.0,0.0928125,10.774410774410773
180,"left Lateral visual area, layer 2/3",VISl2/3-L,178.0,8.0,2.0,0.150609375,13.279385828405438
181,"left Lateral visual area, layer 4",VISl4-L,178.0,8.0,1.0,0.089640625,11.155656266341293
182,"left Lateral visual area, layer 5",VISl5-L,178.0,8.0,28.0,0.157,178.343949044586
183,"left Lateral visual area, layer 6a",VISl6a-L,178.0,8.0,2.0,0.10353125,19.31783881678237
184,"left Lateral visual area, layer 6b",VISl6b-L,178.0,8.0,0.0,0.0195,0.0
185,left Primary visual area,VISp-L,157.0,7.0,25.0,3.537703125,7.06673203393798
186,"left Primary visual area, layer 1",VISp1-L,185.0,8.0,1.0,0.630546875,1.5859249163672409
187,"left Primary visual area, layer 2/3",VISp2/3-L,185.0,8.0,6.0,0.99971875,6.001687974742897
188,"left Primary visual area, layer 4",VISp4-L,185.0,8.0,2.0,0.5121875,3.9048200122025625
189,"left Primary visual area, layer 5",VISp5-L,185.0,8.0,14.0,0.776203125,18.03651589266663
190,"left Primary visual area, layer 6a",VISp6a-L,185.0,8.0,2.0,0.534015625,3.7452087661292683
191,"left Primary visual area, layer 6b",VISp6b-L,185.0,8.0,0.0,0.08503125,0.0
192,left Posterolateral visual area,VISpl-L,157.0,7.0,28.0,0.397140625,70.50399339025061
193,"left Posterolateral visual area, layer 1",VISpl1-L,192.0,8.0,0.0,0.0949375,0.0
194,"left Posterolateral visual area, layer 2/3",VISpl2/3-L,192.0,8.0,0.0,0.104203125,0.0
195,"left Posterolateral visual area, layer 4",VISpl4-L,192.0,8.0,0.0,0.0181875,0.0
196,"left Posterolateral visual area, layer 5",VISpl5-L,192.0,8.0,26.0,0.121671875,213.68948247078464
197,"left Posterolateral visual area, layer 6a",VISpl6a-L,192.0,8.0,2.0,0.05375,37.2093023255814
198,"left Posterolateral visual area, layer 6b",VISpl6b-L,192.0,8.0,0.0,0.004390625,0.0
199,left posteromedial visual area,VISpm-L,157.0,7.0,16.0,0.522125,30.644002872875273
200,"left posteromedial visual area, layer 1",VISpm1-L,199.0,8.0,0.0,0.0939375,0.0
201,"left posteromedial visual area, layer 2/3",VISpm2/3-L,199.0,8.0,3.0,0.14671875,20.447284345047922
202,"left posteromedial visual area, layer 4",VISpm4-L,199.0,8.0,0.0,0.049328125,0.0
203,"left posteromedial visual area, layer 5",VISpm5-L,199.0,8.0,12.0,0.14246875,84.22899758719016
204,"left posteromedial visual area, layer 6a",VISpm6a-L,199.0,8.0,1.0,0.075359375,13.269749118805722
205,"left posteromedial visual area, layer 6b",VISpm6b-L,199.0,8.0,0.0,0.0143125,0.0
206,left Laterointermediate area,VISli-L,157.0,7.0,19.0,0.246234375,77.16225648835587
207,"left Laterointermediate area, layer 1",VISli1-L,206.0,8.0,0.0,0.03734375,0.0
208,"left Laterointermediate area, layer 2/3",VISli2/3-L,206.0,8.0,1.0,0.05871875,17.03033528472592
209,"left Laterointermediate area, layer 4",VISli4-L,206.0,8.0,1.0,0.02853125,35.049288061336256
210,"left Laterointermediate area, layer 5",VISli5-L,206.0,8.0,11.0,0.07396875,148.71144909167722
211,"left Laterointermediate area, layer 6a",VISli6a-L,206.0,8.0,6.0,0.03984375,150.58823529411765
212,"left Laterointermediate area, layer 6b",VISli6b-L,206.0,8.0,0.0,0.007828125,0.0
213,left Postrhinal area,VISpor-L,157.0,7.0,169.0,0.641203125,263.5670248799864
214,"left Postrhinal area, layer 1",VISpor1-L,213.0,8.0,2.0,0.12509375,15.988008993255058
215,"left Postrhinal area, layer 2/3",VISpor2/3-L,213.0,8.0,5.0,0.186953125,26.744671959882993
216,"left Postrhinal area, layer 4",VISpor4-L,213.0,8.0,0.0,0.03025,0.0
217,"left Postrhinal area, layer 5",VISpor5-L,213.0,8.0,128.0,0.192390625,665.3130837326403
218,"left Postrhinal area, layer 6a",VISpor6a-L,213.0,8.0,34.0,0.090234375,376.79653679653677
219,"left Postrhinal area, layer 6b",VISpor6b-L,213.0,8.0,0.0,0.01628125,0.0
220,left Anterior cingulate area,ACA-L,5.0,6.0,13391.0,2.754296875,4861.857892497518
226,"left Anterior cingulate area, dorsal part",ACAd-L,220.0,7.0,10097.0,1.556421875,6487.3156579092665
227,"left Anterior cingulate area, dorsal part, layer 1",ACAd1-L,226.0,8.0,12.0,0.289625,41.4328873543375
228,"left Anterior cingulate area, dorsal part, layer 2/3",ACAd2/3-L,226.0,8.0,1804.0,0.304125,5931.771475544596
229,"left Anterior cingulate area, dorsal part, layer 5",ACAd5-L,226.0,8.0,6417.0,0.600515625,10685.816876122082
230,"left Anterior cingulate area, dorsal part, layer 6a",ACAd6a-L,226.0,8.0,1858.0,0.349875,5310.468024294391
231,"left Anterior cingulate area, dorsal part, layer 6b",ACAd6b-L,226.0,8.0,6.0,0.01228125,488.54961832061065
232,"left Anterior cingulate area, ventral part",ACAv-L,220.0,7.0,3294.0,1.197875,2749.8695606803713
233,"left Anterior cingulate area, ventral part, layer 1",ACAv1-L,232.0,8.0,8.0,0.23403125,34.183469087995725
234,"left Anterior cingulate area, ventral part, layer 2/3",ACAv2/3-L,232.0,8.0,330.0,0.24753125,1333.165004418634
235,"left Anterior cingulate area, ventral part, layer 5",ACAv5-L,232.0,8.0,2341.0,0.504171875,4643.257817584528
236,"left Anterior cingulate area, ventral part, 6a",ACAv6a-L,232.0,8.0,576.0,0.181234375,3178.205017673937
237,"left Anterior cingulate area, ventral part, 6b",ACAv6b-L,232.0,8.0,39.0,0.03090625,1261.8806875631951
238,left Prelimbic area,PL-L,5.0,6.0,5103.0,1.198703125,4257.100772970789
239,"left Prelimbic area, layer 1",PL1-L,238.0,7.0,2.0,0.25490625,7.846021821748192
241,"left Prelimbic area, layer 2/3",PL2/3-L,238.0,7.0,495.0,0.20753125,2385.182954374341
242,"left Prelimbic area, layer 5",PL5-L,238.0,7.0,3800.0,0.494078125,7691.0913633344935
243,"left Prelimbic area, layer 6a",PL6a-L,238.0,7.0,803.0,0.231484375,3468.9166385420185
244,"left Prelimbic area, layer 6b",PL6b-L,238.0,7.0,3.0,0.010703125,280.2919708029197
245,left Infralimbic area,ILA-L,5.0,6.0,166.0,0.419796875,395.4293371049987
246,"left Infralimbic area, layer 1",ILA1-L,245.0,7.0,0.0,0.073140625,0.0
248,"left Infralimbic area, layer 2/3",ILA2/3-L,245.0,7.0,4.0,0.0715625,55.89519650655022
249,"left Infralimbic area, layer 5",ILA5-L,245.0,7.0,140.0,0.167359375,836.5232004481375
250,"left Infralimbic area, layer 6a",ILA6a-L,245.0,7.0,22.0,0.102421875,214.79786422578186
251,"left Infralimbic area, layer 6b",ILA6b-L,245.0,7.0,0.0,0.0053125,0.0
252,left Orbital area,ORB-L,5.0,6.0,11965.0,2.946921875,4060.168714177399
258,"left Orbital area, lateral part",ORBl-L,252.0,7.0,8357.0,1.36346875,6129.220049964475
259,"left Orbital area, lateral part, layer 1",ORBl1-L,258.0,8.0,356.0,0.18784375,1895.1921477291633
260,"left Orbital area, lateral part, layer 2/3",ORBl2/3-L,258.0,8.0,2529.0,0.31075,8138.374899436845
261,"left Orbital area, lateral part, layer 5",ORBl5-L,258.0,8.0,4544.0,0.603515625,7529.216828478964
262,"left Orbital area, lateral part, layer 6a",ORBl6a-L,258.0,8.0,890.0,0.2386875,3728.724797067295
263,"left Orbital area, lateral part, layer 6b",ORBl6b-L,258.0,8.0,38.0,0.022671875,1676.0854583046175
264,"left Orbital area, medial part",ORBm-L,252.0,7.0,949.0,0.694828125,1365.8053925206323
265,"left Orbital area, medial part, layer 1",ORBm1-L,264.0,8.0,9.0,0.205578125,43.77897697043399
267,"left Orbital area, medial part, layer 2/3",ORBm2/3-L,264.0,8.0,189.0,0.158234375,1194.4307297323985
268,"left Orbital area, medial part, layer 5",ORBm5-L,264.0,8.0,631.0,0.2359375,2674.437086092715
269,"left Orbital area, medial part, layer 6a",ORBm6a-L,264.0,8.0,119.0,0.093203125,1276.7812238055324
270,"left Orbital area, medial part, layer 6b",ORBm6b-L,264.0,8.0,1.0,0.001875,533.3333333333334
272,"left Orbital area, ventrolateral part",ORBvl-L,252.0,7.0,2659.0,0.888625,2992.263328175552
273,"left Orbital area, ventrolateral part, layer 1",ORBvl1-L,272.0,8.0,108.0,0.19271875,560.402140424842
274,"left Orbital area, ventrolateral part, layer 2/3",ORBvl2/3-L,272.0,8.0,849.0,0.26178125,3243.165811149576
275,"left Orbital area, ventrolateral part, layer 5",ORBvl5-L,272.0,8.0,1383.0,0.309953125,4461.965014871201
276,"left Orbital area, ventrolateral part, layer 6a",ORBvl6a-L,272.0,8.0,313.0,0.119,2630.2521008403364
277,"left Orbital area, ventrolateral part, layer 6b",ORBvl6b-L,272.0,8.0,6.0,0.005171875,1160.1208459214502
278,left Agranular insular area,AI-L,5.0,6.0,3542.0,3.94978125,896.758523019471
279,"left Agranular insular area, dorsal part",AId-L,278.0,7.0,1832.0,1.86365625,983.0139007663028
280,"left Agranular insular area, dorsal part, layer 1",AId1-L,279.0,8.0,3.0,0.23034375,13.024013024013023
281,"left Agranular insular area, dorsal part, layer 2/3",AId2/3-L,279.0,8.0,129.0,0.46315625,278.52371634842456
282,"left Agranular insular area, dorsal part, layer 5",AId5-L,279.0,8.0,1006.0,0.75421875,1333.8305365651543
283,"left Agranular insular area, dorsal part, layer 6a",AId6a-L,279.0,8.0,691.0,0.39071875,1768.5355514676478
284,"left Agranular insular area, dorsal part, layer 6b",AId6b-L,279.0,8.0,3.0,0.02521875,118.95910780669145
285,"left Agranular insular area, posterior part",AIp-L,278.0,7.0,432.0,1.217265625,354.8937808869777
286,"left Agranular insular area, posterior part, layer 1",AIp1-L,285.0,8.0,3.0,0.210953125,14.22116880231094
287,"left Agranular insular area, posterior part, layer 2/3",AIp2/3-L,285.0,8.0,31.0,0.40159375,77.19243638627344
288,"left Agranular insular area, posterior part, layer 5",AIp5-L,285.0,8.0,370.0,0.37634375,983.1437349497634
289,"left Agranular insular area, posterior part, layer 6a",AIp6a-L,285.0,8.0,28.0,0.218109375,128.37595816319222
290,"left Agranular insular area, posterior part, layer 6b",AIp6b-L,285.0,8.0,0.0,0.010265625,0.0
291,"left Agranular insular area, ventral part",AIv-L,278.0,7.0,1278.0,0.868859375,1470.8939522002627
292,"left Agranular insular area, ventral part, layer 1",AIv1-L,291.0,8.0,19.0,0.12546875,151.4321295143213
293,"left Agranular insular area, ventral part, layer 2/3",AIv2/3-L,291.0,8.0,300.0,0.29709375,1009.7822656989587
294,"left Agranular insular area, ventral part, layer 5",AIv5-L,291.0,8.0,913.0,0.3605625,2532.154619518114
295,"left Agranular insular area, ventral part, layer 6a",AIv6a-L,291.0,8.0,46.0,0.084234375,546.0953440920052
296,"left Agranular insular area, ventral part, layer 6b",AIv6b-L,291.0,8.0,0.0,0.0015,0.0
297,left Retrosplenial area,RSP-L,5.0,6.0,3048.0,5.243828125,581.2547488863396
298,"left Retrosplenial area, lateral agranular part",RSPagl-L,297.0,7.0,534.0,1.178046875,453.2926586643677
299,"left Retrosplenial area, lateral agranular part, layer 1",RSPagl1-L,298.0,8.0,5.0,0.253203125,19.746991669237893
300,"left Retrosplenial area, lateral agranular part, layer 2/3",RSPagl2/3-L,298.0,8.0,103.0,0.334421875,307.9942064196608
301,"left Retrosplenial area, lateral agranular part, layer 5",RSPagl5-L,298.0,8.0,279.0,0.366734375,760.7686080695327
302,"left Retrosplenial area, lateral agranular part, layer 6a",RSPagl6a-L,298.0,8.0,139.0,0.20546875,676.5019011406844
303,"left Retrosplenial area, lateral agranular part, layer 6b",RSPagl6b-L,298.0,8.0,8.0,0.01821875,439.1080617495712
325,"left Retrosplenial area, dorsal part",RSPd-L,297.0,7.0,996.0,1.899359375,524.3873345453649
326,"left Retrosplenial area, dorsal part, layer 1",RSPd1-L,325.0,8.0,4.0,0.415375,9.629852542882936
327,"left Retrosplenial area, dorsal part, layer 2/3",RSPd2/3-L,325.0,8.0,285.0,0.486953125,585.2719396759185
329,"left Retrosplenial area, dorsal part, layer 5",RSPd5-L,325.0,8.0,439.0,0.603390625,727.5552217935107
330,"left Retrosplenial area, dorsal part, layer 6a",RSPd6a-L,325.0,8.0,265.0,0.37765625,701.6963177492759
331,"left Retrosplenial area, dorsal part, layer 6b",RSPd6b-L,325.0,8.0,3.0,0.015984375,187.683284457478
332,"left Retrosplenial area, ventral part",RSPv-L,297.0,7.0,1518.0,2.166421875,700.6945496245969
333,"left Retrosplenial area, ventral part, layer 1",RSPv1-L,332.0,8.0,2.0,0.46271875,4.322280002701425
